     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
        56,         5,         0,    13.1,tesseract,0cd4f7e56ab2c00145793911da6d7037a5668d3c6a7bbada271db20e889cb9fd,"{""code"":""color_code"",""code_idx"":0,""d"":3,""p"":0.001668100537200059,""rounds"":3}","{""obs_mistake_mask=EE"":1,""obs_mistake_mask=E_"":3,""obs_mistake_mask=_E"":1}"
         4,         2,         0,    1.03,tesseract,8f0f7ead091c1d4493577dc3e3463b4e5259582aa2f246740bf21fa91565102b,"{""code"":""color_code"",""code_idx"":0,""d"":3,""p"":0.0027825594022071257,""rounds"":3}","{""obs_mistake_mask=EE"":1,""obs_mistake_mask=_E"":1}"
         4,         1,         0,    1.08,tesseract,8f0f7ead091c1d4493577dc3e3463b4e5259582aa2f246740bf21fa91565102b,"{""code"":""color_code"",""code_idx"":0,""d"":3,""p"":0.0027825594022071257,""rounds"":3}","{""obs_mistake_mask=E_"":1}"
         1,         0,         0,    18.6,tesseract,f8cf9e2e229992280709cfa1ab5fd34e6230e4cf55cf71ae5f299061a27a0497,"{""code"":""color_code"",""code_idx"":2,""d"":7,""p"":0.001,""rounds"":7}",
         1,         0,         0,    6.72,tesseract,6a8479359b52a7b18b0c9ee57486d8ba9ff655b7c57eba22d6b18c730180bb7f,"{""code"":""color_code"",""code_idx"":1,""d"":5,""p"":0.0027825594022071257,""rounds"":5}",
         6,         0,         0,    9.15,tesseract,6086e3504dbd6a3144d6dd02e3530001521b8864093c233bc936e048a7175cae,"{""code"":""color_code"",""code_idx"":1,""d"":5,""p"":0.001,""rounds"":5}",
         1,         0,         0,    7.49,tesseract,6a8479359b52a7b18b0c9ee57486d8ba9ff655b7c57eba22d6b18c730180bb7f,"{""code"":""color_code"",""code_idx"":1,""d"":5,""p"":0.0027825594022071257,""rounds"":5}",
         1,         0,         0,    11.6,tesseract,f8cf9e2e229992280709cfa1ab5fd34e6230e4cf55cf71ae5f299061a27a0497,"{""code"":""color_code"",""code_idx"":2,""d"":7,""p"":0.001,""rounds"":7}",
       152,         5,         0,    16.6,tesseract,49dde25cc030c1f21cbca25dd3d28ce985c16624ed4c79058b311b16c610c35d,"{""code"":""color_code"",""code_idx"":0,""d"":3,""p"":0.001,""rounds"":3}","{""obs_mistake_mask=EE"":2,""obs_mistake_mask=_E"":3}"
         1,         0,         0,    39.1,tesseract,2de9849db804466cfc2c24632fd28c4019a8930827283eb93cc8b1288f7caba5,"{""code"":""color_code"",""code_idx"":1,""d"":5,""p"":0.001668100537200059,""rounds"":5}",
